taxid	Kingdom	Phylum	Class	Order	Family	Genus	Species
189776	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Unassigned	Unassigned	Unassigned
189777	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Unassigned	Unassigned
499	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Unassigned
500	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium roseum
309801	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium roseum
292625	Bacteria	Chloroflexi	Anaerolineae	Unassigned	Unassigned	Unassigned	Unassigned
292629	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Unassigned	Unassigned	Unassigned
292628	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unassigned	Unassigned
233189	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Unassigned
2635759	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Unassigned
2710758	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea sp. 'rifampicinis'
167964	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermophila
926569	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermophila
1649478	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	Unassigned
913107	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	Pelolinea submarina
2019482	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Brevefilum	Unassigned
1986204	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Brevefilum	Brevefilum fermentans
2682225	Bacteria	Chloroflexi	Tepidiformia	Unassigned	Unassigned	Unassigned	Unassigned
2682226	Bacteria	Chloroflexi	Tepidiformia	Tepidiformales	Unassigned	Unassigned	Unassigned
2682227	Bacteria	Chloroflexi	Tepidiformia	Tepidiformales	Tepidiformaceae	Unassigned	Unassigned
2682228	Bacteria	Chloroflexi	Tepidiformia	Tepidiformales	Tepidiformaceae	Tepidiforma	Unassigned
2601677	Bacteria	Chloroflexi	Tepidiformia	Tepidiformales	Tepidiformaceae	Tepidiforma	Tepidiforma bonchosmolovskayae
301297	Bacteria	Chloroflexi	Dehalococcoidia	Unassigned	Unassigned	Unassigned	Unassigned
670486	Bacteria	Chloroflexi	Dehalococcoidia	Unassigned	Unassigned	Dehalogenimonas	Unassigned
2638108	Bacteria	Chloroflexi	Dehalococcoidia	Unassigned	Unassigned	Dehalogenimonas	Unassigned
1536648	Bacteria	Chloroflexi	Dehalococcoidia	Unassigned	Unassigned	Dehalogenimonas	Dehalogenimonas sp. GP
1839801	Bacteria	Chloroflexi	Dehalococcoidia	Unassigned	Unassigned	Dehalogenimonas	Dehalogenimonas formicexedens
552810	Bacteria	Chloroflexi	Dehalococcoidia	Unassigned	Unassigned	Dehalogenimonas	Dehalogenimonas lykanthroporepellens
552811	Bacteria	Chloroflexi	Dehalococcoidia	Unassigned	Unassigned	Dehalogenimonas	Dehalogenimonas lykanthroporepellens
1202465	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Unassigned	Unassigned	Unassigned
1202464	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Unassigned	Unassigned
61434	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Unassigned
61435	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
243164	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
216389	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
255470	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
311424	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
633145	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
1193806	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
1193807	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
1388758	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
1407653	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
1432059	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
1432060	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
1432061	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
237581	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Unassigned
1522671	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides sp. UCH007
475962	Bacteria	Chloroflexi	Caldilineae	Unassigned	Unassigned	Unassigned	Unassigned
475963	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Unassigned	Unassigned	Unassigned
475964	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Unassigned	Unassigned
233191	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Unassigned
133453	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea aerophila
926550	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea aerophila
388447	Bacteria	Chloroflexi	Ktedonobacteria	Unassigned	Unassigned	Unassigned	Unassigned
388448	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Unassigned	Unassigned	Unassigned
2692416	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonosporobacteraceae	Unassigned	Unassigned
2692417	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonosporobacteraceae	Ktedonosporobacter	Unassigned
2509675	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonosporobacteraceae	Ktedonosporobacter	Ktedonosporobacter rubrisoli
67819	Bacteria	Armatimonadetes	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
1663419	Bacteria	Armatimonadetes	Fimbriimonadia	Unassigned	Unassigned	Unassigned	Unassigned
1663425	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Unassigned	Unassigned	Unassigned
1663426	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Unassigned	Unassigned
1005038	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Unassigned
1005039	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Fimbriimonas ginsengisoli
661478	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Fimbriimonas ginsengisoli
1077257	Bacteria	Armatimonadetes	Chthonomonadetes	Unassigned	Unassigned	Unassigned	Unassigned
1077263	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Unassigned	Unassigned	Unassigned
1077264	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Unassigned	Unassigned
1077265	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	Unassigned
454171	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	Chthonomonas calidirosea
1303518	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	Chthonomonas calidirosea
1859062	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
262406	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Thermobaculum	Unassigned
166501	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Thermobaculum	Thermobaculum terrenum
525904	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Thermobaculum	Thermobaculum terrenum
1783257	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
74201	Bacteria	Verrucomicrobia	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
414999	Bacteria	Verrucomicrobia	Opitutae	Unassigned	Unassigned	Unassigned	Unassigned
415000	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Unassigned	Unassigned	Unassigned
134623	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Unassigned	Unassigned
2576890	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Nibricoccus	Unassigned
2576891	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Nibricoccus	Nibricoccus aquaticus
178440	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Unassigned
2649488	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Unassigned
1882749	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus sp. GAS368
107709	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus terrae
452637	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus terrae
1961799	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Lacunisphaera	Unassigned
1838286	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Lacunisphaera	Lacunisphaera limnophila
2028344	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Ereboglobus	Unassigned
1796921	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Ereboglobus	Ereboglobus luteus
415001	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Unassigned	Unassigned	Unassigned
415002	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Unassigned	Unassigned
442430	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Coraliomargarita	Unassigned
395922	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Coraliomargarita	Coraliomargarita akajimensis
583355	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Coraliomargarita	Coraliomargarita akajimensis
203494	Bacteria	Verrucomicrobia	Verrucomicrobiae	Unassigned	Unassigned	Unassigned	Unassigned
48461	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Unassigned	Unassigned	Unassigned
203557	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Unassigned	Unassigned
518753	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Unassigned
2637149	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Unassigned
2728835	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Luteolibacter sp. G-1-1-1
1348508	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	Unassigned
2711230	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	Unassigned
2711231	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	Roseimicrobium sp. ORNL1
2735	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Unassigned
2736	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium spinosum
240016	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium spinosum
2625155	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Unassigned
1882831	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium sp. GAS474
1647988	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Unassigned	Unassigned
239934	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Unassigned
1679444	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia glycaniphila
239935	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila
349741	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila
1955630	Bacteria	Verrucomicrobia	Methylacidiphilae	Unassigned	Unassigned	Unassigned	Unassigned
717963	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Unassigned	Unassigned	Unassigned
717964	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Unassigned	Unassigned
511745	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Unassigned
431057	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum kamchatkense
1202785	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum kamchatkense
511746	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum infernorum
481448	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum infernorum
134549	Bacteria	Verrucomicrobia	Spartobacteria	Unassigned	Unassigned	Unassigned	Unassigned
134550	Bacteria	Verrucomicrobia	Spartobacteria	Unassigned	Unassigned	Candidatus Xiphinematobacter	Unassigned
2648876	Bacteria	Verrucomicrobia	Spartobacteria	Unassigned	Unassigned	Candidatus Xiphinematobacter	Unassigned
1704307	Bacteria	Verrucomicrobia	Spartobacteria	Unassigned	Unassigned	Candidatus Xiphinematobacter	Candidatus Xiphinematobacter sp. Idaho Grape
203682	Bacteria	Planctomycetes	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
203683	Bacteria	Planctomycetes	Planctomycetia	Unassigned	Unassigned	Unassigned	Unassigned
2691354	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Unassigned	Unassigned	Unassigned
2691359	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Lacipirellulaceae	Unassigned	Unassigned
2691417	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Lacipirellulaceae	Lacipirellula	Unassigned
2650471	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Lacipirellulaceae	Lacipirellula	Lacipirellula parvula
2795783	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Lacipirellulaceae	Pirellulimonas	Unassigned
2528009	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Lacipirellulaceae	Pirellulimonas	Pirellulimonas nuda
2795782	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Lacipirellulaceae	Botrimarina	Unassigned
2528022	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Lacipirellulaceae	Botrimarina	Botrimarina mediterranea
2795781	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Lacipirellulaceae	Aeoliella	Unassigned
2527972	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Lacipirellulaceae	Aeoliella	Aeoliella mucimassa
1400386	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Lacipirellulaceae	Bythopirellula	Unassigned
1400387	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Lacipirellulaceae	Bythopirellula	Bythopirellula goksoyri
2691357	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Unassigned	Unassigned
123	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Pirellula	Unassigned
125	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Pirellula	Pirellula staleyi
530564	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Pirellula	Pirellula staleyi
2639138	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Pirellula	Unassigned
1632865	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Pirellula	Pirellula sp. SH-Sr6A
2795973	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Stieleria	Unassigned
2795974	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Stieleria	Stieleria maiorica
2527979	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Stieleria	Stieleria neptunia
2795775	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Lignipirellula	Unassigned
2528010	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Lignipirellula	Lignipirellula cremea
2795779	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rosistilla	Unassigned
2527990	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rosistilla	Rosistilla oblonga
2528017	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rosistilla	Rosistilla carotiformis
1579506	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Roseimaritima	Unassigned
980254	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Roseimaritima	Roseimaritima ulvae
2005380	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Mariniblastus	Unassigned
980251	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Mariniblastus	Mariniblastus fucicola
2795605	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Aureliella	Unassigned
2527968	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Aureliella	Aureliella helgolandensis
265488	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Unassigned
265606	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula baltica
243090	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula baltica
2691358	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Thermoguttaceae	Unassigned	Unassigned
1676125	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Thermoguttaceae	Thermogutta	Unassigned
1331910	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Thermoguttaceae	Thermogutta	Thermogutta terrifontis
2691355	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Unassigned	Unassigned	Unassigned
1914233	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Unassigned	Unassigned
113	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Gemmata	Unassigned
114	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Gemmata	Gemmata obscuriglobus
214688	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Gemmata	Gemmata obscuriglobus
1210884	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Gemmata	Gemmata massiliana
2622970	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Gemmata	Unassigned
1630693	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Gemmata	Gemmata sp. SH-PL17
2774146	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Frigoriglobus	Unassigned
2774151	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Frigoriglobus	Frigoriglobus tundricola
2731450	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Limnoglobus	Unassigned
2598579	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Limnoglobus	Limnoglobus roseus
2051044	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Tuwongella	Unassigned
692036	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Tuwongella	Tuwongella immobilis
112	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Unassigned	Unassigned	Unassigned
126	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Unassigned	Unassigned
118	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces	Unassigned
2648843	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces	Unassigned
1632864	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces	Planctomyces sp. SH-PL14
1636152	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces	Planctomyces sp. SH-PL62
2795778	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Caulifigura	Unassigned
2527983	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Caulifigura	Caulifigura coniformis
1649453	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Unassigned
2527978	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia panareensis
122	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia maris
2527964	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia aquarii
2605989	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia chilikensis
2527976	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia fumaroli
2527971	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia algae
2527973	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia alba
2608982	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia benthica
2714737	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Alienimonas	Unassigned
2527989	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Alienimonas	Alienimonas californiensis
2795777	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Maioricimonas	Unassigned
2528026	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Maioricimonas	Maioricimonas rarisocia
2714594	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Bremerella	Unassigned
2527984	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Bremerella	Bremerella volcania
1936111	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Fuerstia	Unassigned
1891926	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Fuerstia	Fuerstia marisgermanicae
2795780	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Symmachiella	Unassigned
2527995	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Symmachiella	Symmachiella dynata
2795776	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Calycomorphotria	Unassigned
2528027	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Calycomorphotria	Calycomorphotria hydatis
1649490	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Unassigned
119	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera brasiliensis
756272	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera brasiliensis
1649480	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctopirus	Unassigned
120	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctopirus	Planctopirus limnophila
521674	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctopirus	Planctopirus limnophila
2528019	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctopirus	Planctopirus ephydatiae
2714592	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Crateriforma	Unassigned
2527996	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Crateriforma	Crateriforma conspicua
2795774	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Polystyrenella	Unassigned
2528007	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Polystyrenella	Polystyrenella longa
2795865	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Thalassoglobus	Unassigned
2527994	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Thalassoglobus	Thalassoglobus polymorphus
2691356	Bacteria	Planctomycetes	Planctomycetia	Isosphaerales	Unassigned	Unassigned	Unassigned
1763524	Bacteria	Planctomycetes	Planctomycetia	Isosphaerales	Isosphaeraceae	Unassigned	Unassigned
2680020	Bacteria	Planctomycetes	Planctomycetia	Isosphaerales	Isosphaeraceae	Tautonia	Unassigned
2527974	Bacteria	Planctomycetes	Planctomycetia	Isosphaerales	Isosphaeraceae	Tautonia	Tautonia plasticadhaerens
1511635	Bacteria	Planctomycetes	Planctomycetia	Isosphaerales	Isosphaeraceae	Aquisphaera	Unassigned
406548	Bacteria	Planctomycetes	Planctomycetia	Isosphaerales	Isosphaeraceae	Aquisphaera	Aquisphaera giovannonii
